job_role,salary_usd,salary_percentile,skill_demand_score,hiring_difficulty_score
Data Scientist,60736,69,62,81.34498708297372
Data Scientist,138259,75,93,33.438174788853516
Data Scientist,54568,34,87,62.61085249707345
AI Engineer,159241,100,90,32.58117630785891
NLP Engineer,79411,65,39,64.77469049346779
Software Engineer AI,99439,90,82,34.195335299465945
Machine Learning Engineer,35565,82,70,70.33365340434695
AI Engineer,95039,45,61,80.30125217071262
NLP Engineer,178766,87,40,55.53847765236328
AI Engineer,166530,22,41,45.01107217522948
NLP Engineer,55529,82,55,67.71836403965908
Data Scientist,29121,81,59,69.37308828308204
Data Scientist,28000,36,85,46.62419466986061
Machine Learning Engineer,146234,10,63,52.32010967162411
NLP Engineer,144058,5,81,37.062488500865925
Software Engineer AI,118788,4,25,46.36579705906455
Research Scientist,149470,64,60,34.45126647621286
NLP Engineer,89671,27,40,78.3397017181909
Software Engineer AI,28000,68,78,23.51704846122789
NLP Engineer,31411,48,28,67.42170635684829
Data Scientist,34555,30,73,56.82984218637377
Machine Learning Engineer,195780,86,92,70.23793015717396
NLP Engineer,204588,16,36,38.774256386086115
Computer Vision Engineer,108424,1,83,75.63508615970449
Research Scientist,95378,93,13,44.68985567524015
Research Scientist,100127,90,51,46.73083205206641
Computer Vision Engineer,66341,89,14,78.73494090720482
NLP Engineer,71898,15,34,52.48874749000473
Data Scientist,58251,94,42,31.622649641011144
Data Analyst,49415,89,95,95.6728364993646
Machine Learning Engineer,171736,27,14,44.05323607083263
Data Analyst,59127,16,46,75.3429644607901
Machine Learning Engineer,116448,35,7,82.51608492916192
Machine Learning Engineer,28000,78,36,38.48071453037942
NLP Engineer,60057,9,35,49.680193577337754
Machine Learning Engineer,167602,22,64,39.39534569180018
Software Engineer AI,100128,40,62,45.60270571902952
Data Analyst,57004,55,86,60.75681512705319
AI Engineer,30268,32,1,58.05172738392915
Machine Learning Engineer,65644,13,100,47.91893611679676
Software Engineer AI,132963,91,46,80.06466643966624
Computer Vision Engineer,30615,4,46,63.176923004451545
NLP Engineer,107937,58,87,65.62477458644918
Data Scientist,139119,67,6,36.52948760335555
Software Engineer AI,69577,20,60,98.77010216556562
Research Scientist,103229,76,28,31.932397945476673
AI Engineer,156083,37,18,62.13627483473693
Data Scientist,169448,46,88,48.54449996581367
NLP Engineer,60345,77,14,41.40938807361103
Computer Vision Engineer,92726,15,89,63.01076859809536
AI Engineer,106182,51,65,51.014831352668295
Machine Learning Engineer,143366,16,85,74.46845311056607
Data Scientist,54608,62,26,75.62443782811178
Research Scientist,70337,55,60,40.711322008085105
AI Engineer,83212,45,65,54.35761668058816
NLP Engineer,58976,68,100,37.14489495645715
Data Scientist,90884,21,4,47.20593734496183
Machine Learning Engineer,68417,4,78,65.33567525928318
Software Engineer AI,65961,87,63,76.8622085047558
Software Engineer AI,184118,25,68,31.49057408054039
Computer Vision Engineer,84359,11,10,59.789409751105445
Machine Learning Engineer,67282,64,14,51.27951963530587
Data Analyst,121722,49,69,8.362282879307202
AI Engineer,55900,45,6,57.11699418468896
Computer Vision Engineer,99805,41,68,34.33226874450922
AI Engineer,72048,34,99,45.3847866483827
NLP Engineer,157233,38,99,37.302400415781264
NLP Engineer,28000,40,2,58.687752816256705
Data Analyst,118947,34,57,58.879821430179135
Computer Vision Engineer,123621,70,87,57.381562372393624
AI Engineer,82133,42,31,55.98381017642858
Software Engineer AI,76126,84,43,22.076300549418093
Computer Vision Engineer,52046,78,4,68.9958957794343
Software Engineer AI,111623,65,29,67.49236156709335
NLP Engineer,31994,38,25,40.53235394205974
Software Engineer AI,83148,53,57,46.12837919190572
Data Scientist,40961,53,16,40.227925852802734
Machine Learning Engineer,108317,46,50,43.3497124603109
NLP Engineer,98386,10,93,76.57684335037086
Machine Learning Engineer,104845,76,66,60.57513105556616
Machine Learning Engineer,95785,37,66,31.91397952590482
NLP Engineer,48302,13,79,61.491993668739845
Research Scientist,32519,97,34,40.62768550692685
Data Analyst,74026,69,6,46.74009743369613
AI Engineer,177608,59,67,55.05747127107495
Software Engineer AI,54455,2,82,85.79271975100605
Machine Learning Engineer,87894,89,5,85.94264500544614
NLP Engineer,89379,51,63,72.15073799002218
Data Scientist,172836,88,77,32.60015114052348
AI Engineer,98755,53,87,23.651746295479754
Computer Vision Engineer,206213,40,82,38.72550082417336
NLP Engineer,84333,3,78,68.6784311771767
AI Engineer,188872,69,27,62.290532879995475
Data Analyst,46705,65,10,50.32454709883043
NLP Engineer,59172,42,78,44.33960120276775
AI Engineer,131234,55,49,61.2269860236412
Data Analyst,126754,64,49,73.01916716627375
NLP Engineer,125968,62,58,52.78164510067959
Machine Learning Engineer,59307,11,76,31.373051191251577
NLP Engineer,174415,20,95,55.117863399459424
Software Engineer AI,234603,42,84,15.415648414135228
Computer Vision Engineer,69318,54,96,28.286246630599905
AI Engineer,139980,22,73,54.39837539987499
Research Scientist,89357,92,22,65.66988785145483
AI Engineer,111779,13,26,82.96142993407256
Computer Vision Engineer,117036,45,72,56.83126970511868
AI Engineer,74089,33,99,52.34914310476698
Data Scientist,88180,86,57,62.863935843437574
Software Engineer AI,127571,67,46,66.35223751776185
Machine Learning Engineer,44433,72,88,53.669217425375614
Software Engineer AI,80955,49,72,29.02863242678796
AI Engineer,118061,8,36,45.627377411908
AI Engineer,73665,48,14,76.81421392939494
AI Engineer,68981,26,36,61.049024038929375
NLP Engineer,64070,12,73,32.91395564719818
Computer Vision Engineer,31950,22,3,49.21085534361276
Research Scientist,88446,34,23,39.570132649357184
Computer Vision Engineer,106147,88,58,24.388698376460336
AI Engineer,128318,90,27,28.92200820309568
Software Engineer AI,57079,21,46,39.8274667225418
Data Scientist,56849,33,61,47.389381564711734
NLP Engineer,41847,18,73,73.5328069514178
Data Scientist,121562,72,20,61.49078018673356
Data Analyst,47321,69,77,39.71580934238962
Software Engineer AI,163002,1,44,80.9584167287583
Machine Learning Engineer,185655,50,74,63.662701833024414
Computer Vision Engineer,63329,58,15,48.36561567867754
Software Engineer AI,182053,20,87,31.641147556929308
AI Engineer,50045,54,38,64.10295006591166
Computer Vision Engineer,128985,11,32,54.323132368830336
Machine Learning Engineer,83606,68,32,74.89784220206649
Computer Vision Engineer,34173,66,13,46.60460149988643
Machine Learning Engineer,107285,56,96,55.34395250380785
Data Analyst,84480,36,98,56.526357410435715
Data Scientist,86304,3,53,56.71475315878087
Data Scientist,86747,79,29,49.62402296956543
Computer Vision Engineer,167929,57,41,51.23684832989485
Computer Vision Engineer,175253,63,11,59.73463327272227
Software Engineer AI,58927,80,4,52.45953721270541
Data Scientist,57863,69,31,49.72796505634606
NLP Engineer,62677,100,21,68.05884830073427
NLP Engineer,139267,88,14,47.61754728812232
Software Engineer AI,165924,4,25,42.44490032240286
Data Analyst,35726,32,42,52.42300599456042
Computer Vision Engineer,69687,31,48,27.84072369466907
Computer Vision Engineer,107511,88,59,49.780020081754735
Computer Vision Engineer,48700,1,93,27.577530832536148
AI Engineer,151893,100,16,65.09517914757558
AI Engineer,92111,81,92,68.58038492083215
Computer Vision Engineer,166964,85,47,77.77357998315308
Research Scientist,143504,98,77,57.60615681156602
Data Scientist,119834,73,92,60.69573618376576
Research Scientist,154970,30,33,65.0707729389306
Data Analyst,93546,80,52,59.55126852215665
Software Engineer AI,72553,62,22,67.26508804198201
Computer Vision Engineer,163686,100,36,56.666091109085826
Machine Learning Engineer,64812,26,30,54.49628813192569
AI Engineer,55083,58,11,53.101263391160025
Research Scientist,93801,98,32,54.28278238994586
Data Analyst,52857,15,75,50.33303246118244
Computer Vision Engineer,106125,23,64,35.58410612145006
Computer Vision Engineer,38911,57,40,37.783128848179274
Software Engineer AI,91539,61,99,78.73671429486946
Research Scientist,102368,21,79,49.52673109882346
Computer Vision Engineer,70104,46,43,49.22686786419928
Research Scientist,60720,72,49,36.14056686911122
Data Analyst,63257,62,42,53.22848853325298
Computer Vision Engineer,59936,82,13,40.66019902363619
Data Scientist,101862,34,98,56.83142425100175
Software Engineer AI,93464,55,83,79.38544142173312
Software Engineer AI,58227,60,12,72.7353580365592
Data Analyst,28000,83,10,65.16125996489328
Software Engineer AI,73706,2,50,60.594953032250146
Software Engineer AI,163120,26,84,36.14786907112149
Software Engineer AI,39833,100,78,58.454321600348415
Software Engineer AI,64428,28,35,54.98541595501646
AI Engineer,37626,58,49,29.55279434930966
NLP Engineer,84659,97,16,70.05110282004236
Machine Learning Engineer,123782,33,47,60.67830758090346
Machine Learning Engineer,200058,56,40,38.38288752526552
Research Scientist,67092,32,6,40.263326138308315
NLP Engineer,28576,21,47,73.69471208226834
Computer Vision Engineer,99445,61,43,56.24625015331975
Data Scientist,174854,45,13,64.23791225628929
Machine Learning Engineer,129094,1,78,93.69670637444652
Computer Vision Engineer,161675,96,62,31.2681766390368
Data Analyst,28000,37,92,45.3023267411627
Data Scientist,103133,26,81,41.65339276457084
AI Engineer,104728,25,62,37.470084649886545
Software Engineer AI,180558,38,71,11.602392426141712
Software Engineer AI,98276,29,19,25.08350719581037
Data Analyst,87326,30,47,58.595971993031704
Data Scientist,98668,26,79,67.38833711485611
AI Engineer,127557,33,1,48.08399293302871
Research Scientist,66214,32,21,62.419972484178054
Data Scientist,72087,14,40,78.35992864824104
Computer Vision Engineer,72216,93,10,66.8424273686697
Research Scientist,28000,29,98,45.86778647228735
Machine Learning Engineer,78714,82,54,49.04517659096432
Research Scientist,161367,92,2,46.450577868078206
Data Analyst,109483,49,78,44.53912422432572
NLP Engineer,34650,91,75,22.040138738347956
NLP Engineer,60982,100,81,58.42335778202549
Software Engineer AI,45184,21,34,40.563010254194594
Machine Learning Engineer,71689,57,45,59.39740233888357
Data Scientist,33051,97,72,76.31481662780189
Data Scientist,104441,2,28,40.77813302649094
Data Analyst,49911,67,53,67.83859370991503
NLP Engineer,73281,10,70,49.75193584696708
Data Scientist,86704,78,41,57.7124339547349
Software Engineer AI,93091,22,56,69.98989689723759
Computer Vision Engineer,106283,94,73,50.49292892358782
Computer Vision Engineer,184189,73,43,31.039476575069123
NLP Engineer,125373,100,76,79.78239177824945
Machine Learning Engineer,28000,13,44,38.75068365703715
Software Engineer AI,81987,83,30,19.102261614382726
AI Engineer,65735,25,9,23.61189435858291
Computer Vision Engineer,97559,57,74,48.07957397141042
Data Scientist,85162,24,45,51.944851228860614
Machine Learning Engineer,118123,62,46,48.42453572372461
Machine Learning Engineer,59211,98,18,51.262228684936154
Research Scientist,154747,62,42,66.66359050424415
NLP Engineer,57813,74,76,82.01107696843033
Data Scientist,107212,88,69,30.517702868650833
NLP Engineer,28000,40,91,50.86282272816809
Data Analyst,55266,30,14,31.21968692322871
NLP Engineer,109503,99,57,43.22177540676768
Data Analyst,60011,83,60,57.37000629898571
NLP Engineer,161020,57,85,59.73375023388488
Computer Vision Engineer,93851,88,8,58.53616083222642
NLP Engineer,80380,1,1,53.35443348455584
AI Engineer,69694,74,84,35.52818172751003
NLP Engineer,86912,59,45,80.63181349781674
Data Scientist,162096,21,50,20.74436128192459
Data Analyst,45553,86,44,40.76863796102059
Data Scientist,82027,71,47,48.65761483030578
Software Engineer AI,151040,80,39,64.50893903792067
Data Scientist,134511,95,60,64.84590880328147
Computer Vision Engineer,107176,12,7,46.179405720885725
Software Engineer AI,30375,44,58,80.00262415986757
Data Scientist,89806,21,80,49.89015038034447
Machine Learning Engineer,31640,38,82,65.07185598657502
Machine Learning Engineer,115160,66,33,62.46200988174356
AI Engineer,152690,6,56,19.437194478044248
Computer Vision Engineer,68668,49,3,16.405012518479168
Computer Vision Engineer,188087,44,53,100.0
Software Engineer AI,114424,66,86,40.34963552718323
AI Engineer,98571,12,31,67.46527555138549
Machine Learning Engineer,34677,30,56,61.09518547831807
Research Scientist,92622,21,37,35.29245713739665
AI Engineer,73935,87,2,33.64799929280123
Software Engineer AI,113280,39,48,46.386903154169424
Software Engineer AI,90758,52,60,43.355029247413
Computer Vision Engineer,202924,52,81,82.17463274537762
AI Engineer,55970,44,20,54.25802661937389
AI Engineer,174971,64,78,48.24687295295999
NLP Engineer,117512,19,78,79.69513691222481
Computer Vision Engineer,84620,80,40,58.03625546938917
Machine Learning Engineer,100805,3,61,58.10331986374064
Software Engineer AI,129446,74,72,43.75547035950487
Data Analyst,29581,3,73,69.19270717915447
Machine Learning Engineer,63988,9,94,64.16099939260985
NLP Engineer,74037,46,1,57.3544490873161
Research Scientist,69305,27,39,36.79507918503461
Computer Vision Engineer,61947,76,37,48.824633246654834
Software Engineer AI,55973,71,93,41.70853531354819
NLP Engineer,106070,73,73,42.30237314795587
AI Engineer,108261,12,92,35.687977917131484
Software Engineer AI,49906,83,68,56.94504851430621
Data Scientist,60380,72,83,75.10953095815233
NLP Engineer,64877,6,71,43.819410178190765
AI Engineer,93932,22,48,49.62361962850748
Data Analyst,61502,97,21,78.2456341466395
Research Scientist,66735,78,4,90.84644091788448
NLP Engineer,71431,95,98,78.38074586317848
Research Scientist,75068,28,73,67.00556344429644
AI Engineer,140410,59,93,34.09621102022548
Data Scientist,192201,7,4,51.25010381570958
Research Scientist,109021,25,28,37.689550929534704
Software Engineer AI,56770,27,34,24.69373482809803
AI Engineer,153013,56,5,59.87160795267934
Research Scientist,77033,96,30,46.17281345387642
Research Scientist,160510,93,85,46.41146171688469
Data Scientist,131067,19,99,54.30170730770584
Computer Vision Engineer,108974,58,83,81.61115926691514
Data Scientist,78812,27,74,44.480509386026846
NLP Engineer,63936,22,71,25.03154545944229
Data Analyst,90095,45,29,52.28822982535217
NLP Engineer,77874,10,64,35.5200446858082
Data Analyst,46898,77,2,69.15676515631667
Software Engineer AI,132817,6,79,39.035223845830885
Computer Vision Engineer,49860,99,97,41.84244201761132
Machine Learning Engineer,182915,91,71,75.61084950878266
Data Analyst,99841,24,9,43.5835276407516
Research Scientist,163093,38,23,31.691801970818688
AI Engineer,130892,32,62,34.19512497205601
NLP Engineer,122279,92,64,81.81106054511017
Machine Learning Engineer,64618,56,47,54.94972469208367
Software Engineer AI,81226,12,9,75.76625978847993
Software Engineer AI,147338,86,74,47.310476810589975
Computer Vision Engineer,140814,6,15,35.8386764845053
Data Analyst,52457,86,15,68.41830618541901
Data Scientist,143874,62,98,57.995891152674766
Machine Learning Engineer,91890,100,6,52.79223389941586
Computer Vision Engineer,144310,67,44,37.4436408111861
Research Scientist,50520,18,99,56.98079306033183
Research Scientist,114992,93,16,68.48513974136917
Data Analyst,50547,73,92,53.45899853327467
Software Engineer AI,96260,25,1,46.82737770436226
Computer Vision Engineer,121978,81,7,40.159613736760555
Machine Learning Engineer,168415,6,98,49.39594023795062
Research Scientist,68345,85,27,27.43453031962185
AI Engineer,32753,74,80,39.647290198674895
Research Scientist,220112,29,22,57.94497462215206
Computer Vision Engineer,165057,44,56,50.97837749065027
NLP Engineer,95307,30,92,59.594283208700766
Computer Vision Engineer,62861,49,45,23.728094873844537
Computer Vision Engineer,243071,62,47,49.481298556439455
Data Scientist,61701,21,12,50.3345221378962
AI Engineer,116159,30,36,65.26985399411718
Research Scientist,91684,37,95,32.15441597071967
Computer Vision Engineer,224251,35,99,44.15087172195325
AI Engineer,51259,74,78,47.28560339447092
Computer Vision Engineer,91484,18,9,63.22128988243357
Research Scientist,250732,67,60,61.25119060188533
NLP Engineer,40705,48,10,22.7400750795144
Machine Learning Engineer,122779,28,97,38.58111878040292
Computer Vision Engineer,149337,38,82,66.72606491567993
AI Engineer,48844,80,59,38.23470487763403
Machine Learning Engineer,82651,36,79,61.71314819660866
Data Analyst,53608,55,54,34.69882780107339
Research Scientist,115203,22,29,68.66657245155264
